Date,Year,Month,Day,Time,Country,Location,Operator,Operator_Type,Route,Type,Aboard,Fatalities,Fatality_Rate,Ground,Causes,Summary
1951-07-21,1951,July,Saturday,00:00,USA,"Near Sitka, Alaska",Canadian Pacifiair Lines,Civilian,Vancouver - Tokyo,Douglas C-54A,37,37,1.0,0,Unknown,"Disappeared with no trace over the PacifiOcean while flying from Vancouver to Tokyo. The last message was received while the aircraft was near Yakutat, Alaska with no reports of probems. Cause undetermined."
1951-07-24,1951,July,Tuesday,00:00,Mali,"Gao, Mali",Sabena,Civilian,Unavailable,Douglas Dc-3,3,3,1.0,0,Pilot Error,The failure of the right engine during takeoff. A rupture of the hydraulicircuit with oil projection in the cockpit would have increased maneuver difficulties by restricting visibility in the cockpit
1951-07-29,1951,July,Sunday,00:00,"Bolivia, Plurinational State of","Cochabamba, Bolivia",Loide Aéreo Nacional,Civilian,Cochabamba - Rio De Janeiro,Curtiss C-46A,7,7,1.0,0,Pilot Error,Crashed on takeoff.
1951-08-08,1951,August,Wednesday,00:00,Australia,"Barilla Bay, Australia",Trans Australia Airlines,Civilian,Unavailable,Douglas Dc-3,2,2,1.0,0,Pilot Error,Cargo plane. Loss of lateral control during a turn at low altitude soon after takeoff. The probable cause of the loss of lateral control was the presence of ice on the aircraft surface.
1951-08-11,1951,August,Saturday,09:25,France,"Moisville, France",Air France,Civilian,Training,Douglas Dc-3D,5,5,1.0,0,Mechanical Failure,"Abnormal flight maneuver made when the crew experienced difficulty in resuming normal flight on the two engines. Overspeed, reduction of pitch or difficulty in restarting the engine may have created a dangerous situation and caused the aircraft to stall in dissymmetrical flight, thus subjecting the airframe to stresses accompanied by buffeting which was either alternating or exceeded the design limits of the structure and caused the tail-plane to break off."
1951-08-17,1951,August,Friday,09:25,Brazil,"Ubatuba, Brazil",Real,Civilian,Unavailable,Douglas Dc-3,10,10,1.0,0,Unknown,No remark
1951-08-24,1951,August,Friday,04:28,USA,"Decoto, California",United Air Lines,Civilian,Boston - Hartford - Cleveland - Chicago - Oakland,Douglas Dc-6B,50,50,1.0,0,Pilot Error,"Cleared for an approach to Oakland Municipal Airport, the aircraft crashed 15 miles SSE of the airport into Tolman peak. Patches of fog obscured the terrain. The aircraft struck a hill at an elevation of about 1,000 ft. at 225 to 240 mph. Neither of its 2 low-frequency receivers were tuned to the Oakland station and the captain may have attempted to fly by visual reference using the ADF.  As a result, the flight was 3 miles off course and well below the minimum prescribed altitude. The failure of the captain to adhere to instrument procedures in the Newark area during an approach to the Oakland Municipal  Airport."
1951-09-08,1951,September,Saturday,04:28,Brazil,"Sao Paulo, Brazil",Vasp,Civilian,Unavailable,Douglas Dc-3,13,13,1.0,3,Collision/Impact,Crashed into a house shortly after taking off from Congonhas Airport.
1951-09-12,1951,September,Wednesday,10:46,USA,"Off Redwood City, California",United Air Lines,Civilian,Unavailable,Boeing 377 Stratocruiser 10-34,3,3,1.0,0,Pilot Error,"The aircraft, with the No. 4 propeller feathered, stalled and dived into San Francisco Bay. An inadvertent stall at a low altitude from which recovery was not effected."
1951-09-12,1951,September,Wednesday,12:30,Spain,"Off Ialas Baeares, Spain",Societe Alpes Provence,Civilian,Perpignan - Oran,Douglas Dc-3,39,39,1.0,0,Mechanical Failure,Crashed into the Mediterranean due to structural failure following loss of control in severe weather.
1951-09-15,1951,September,Saturday,12:30,India,"Bangalore, India",Air India,Civilian,Bangalore - Trivandrum,Douglas C-47A-30-Dk Dakota Iii,28,22,0.79,0,Pilot Error,Lost control and crashed when attempting to take off. Attempted to take off  with the autopilot engaged.
1951-09-29,1951,September,Saturday,12:30,USA,"La Paz, Bolivia",Frigorifico Cooperativo Los Andes,Civilian,Unavailable,Curtiss C-46D-15-Cu,27,27,1.0,0,Unknown,No remark
1951-10-08,1951,October,Monday,12:30,Mexico,"Cerro Blanco, Mexico",Aero Transportes,Civilian,Mexico City - Villahermossa,Douglas Dc-3,8,8,1.0,0,Collision/Impact,Flew into a mountain.
1951-10-15,1951,October,Monday,12:30,French Southern Territories,"East Griqualand, South Africa",South African Airways,Civilian,Port Elizabeth - Durbin,Douglas Dc-3,17,17,1.0,0,Collision/Impact,Crashed into Mt. Ingeli.
1951-10-15,1951,October,Monday,12:30,North Macedonia,North Atlantic,Military - U.S. Air Force,Military,Azores - Westover Afb,Boeing C-97A Stratofreighter,12,12,1.0,0,Unknown,Went missing en route.
1951-10-17,1951,October,Wednesday,18:55,USA,"Mt. Benson, Bc, Canada",Queen Charlotte Airlines,Civilian,Kildala - Vancouver,Consolidated Pby-5A Catalina,23,23,1.0,0,Pilot Error,"While flying VFR in adverse weather conditions, the pilot mistook Nanaimo for Vancouver.  The plane crashed into Mt. Benson, 20 miles west of Vancouver."
1951-10-22,1951,October,Monday,18:55,,"Skopje, Yugoslavia",Jat Yugoslav Airlines,Civilian,Belgrad - Skopje,Douglas Dc-3,12,12,1.0,0,Collision/Impact,Crashed while en route.
1951-10-27,1951,October,Saturday,19:00,Guatemala,"Near Flores, Guatemala",Military - Guatemalan Air Force,Military,Unavailable,Douglas C-47,27,25,0.93,0,Collision/Impact,Crashed and burned in jungle 170 miles north northeast of Guatemala City.  It is theorized a passenger may have started a fire in the aircraft's cabin with a cigarette.
1951-11-05,1951,November,Monday,09:29,,"Near Tucumcari, Arazona",Transocean Air Lines,Civilian,Oakland - Albuquerque,Martin 202,29,1,0.03,0,Weather,"Crashed while attempting to land at Albuquerque in marginal weather conditions. The captain's attempt to land during less than minimum visibility, rather than proceed to his alternate.  A military contract flight."
1951-11-19,1951,November,Monday,09:29,Egypt,"Cairo, Egypt",Devlet Hava Yollari,Civilian,Ankara - Cairo,Douglas Dc-3,5,5,1.0,0,Collision/Impact,Crashed into a sand dune while attempting to land.
1951-11-21,1951,November,Wednesday,09:29,India,"Calcutta, India",Deccan Airways,Civilian,Unavailable,Douglas Dc-3,17,16,0.94,0,Pilot Error,The aircraft struck trees in fog during a missed approach 3 miles north of Dum Dum airport as the crew descended too low in poor visibility.
1951-11-24,1951,November,Saturday,09:29,Switzerland,"Zurich, Switzerland",El Al,Civilian,Zurich - Rome,Douglas Dc-4,7,6,0.86,0,Pilot Error,The cargo plane crashed on approach.
1951-11-27,1951,November,Tuesday,09:29,Mexico,"San Luis Acatlan, Mexico",Lineas Aereas Unidas,Civilian,Unavailable,Dc-2-243,21,13,0.62,0,Unknown,No remark
1951-12-04,1951,December,Tuesday,07:25,USA,"Denver, Colorado",United Air Lines,Civilian,Training,Douglas Dc-3A,3,3,1.0,0,Pilot Error,"Stalled, entered a spin and crashed. An inadvertent spin at an altitude too low for recovery."
1951-12-13,1951,December,Thursday,07:25,Guinea,"Yaramunda, Papua New Guinea",Qantas,Civilian,Unavailable,De Havilland Dh-84,3,3,1.0,0,Unknown,No remark
1951-12-16,1951,December,Sunday,15:09,USA,"Elizabeth, New Jersey",Miami Airlines,Civilian,Fort Smith - Newark,Curtiss Wright C-46F,56,56,1.0,1,Pilot Error,"Shortly after taking off from Newark Airport the control tower noticed smoke emanating from the right engine.  Minutes later the aircraft gradually descended, its left wing dropped and the aircraft struck the roof of a vacant building. Hold-down studs in the number 10 cylinder of the right engine failed due to fatigue. Fire erupted at the base of the failed cylinder. Extension of the landing gear and loss of the right engine led to the aircraft stalling at the height of about 200 ft. The aircraft was also overloaded by 117 pounds. A stall with the landing gear extended following a serious loss of power from the right engine. This loss of power was caused by the failure of the hold-down studs of the No. 10 cylinder, precipitating a fire in flight which became uncontrollable."
1951-12-23,1951,December,Sunday,15:09,"Iran, Islamic Republic of","Tehran, Iran",Misrair,Civilian,Unavailable,Sncase Languedoc,22,22,1.0,0,Pilot Error,Crashed at Mehrabad airport during a third landing attempt.
1951-12-29,1951,December,Saturday,22:25,USA,"Near Little Valley, New York",Continental Charters,Civilian,Pittsburgh - Buffalo,Curtiss C-46A-50-Cu,40,26,0.65,0,Pilot Error,"Proceding at a low altitude to maintain reference with the ground, the plane drifted off course and crashed into a hill 15 miles east of the direct route. Flying VFR under IFR condtions. The captain's poor judgement in attempting a flight by visual reference during instrument weather conditions."
1951-12-30,1951,December,Sunday,22:07,USA,"Near Fairbanks, Alaska",Transocean Air Lines,Civilian,Umiat - Fairbanks,Curtiss C 46F-Cu,4,4,1.0,0,Pilot Error,"The flight made an authorized left turn while outbound on the east leg of the Fairbanks radio range and subsequently struck Chena Dome, northeast of the station while on a westerly heading. The failure of the pilot to follow procedures and utilize properly the radio facilities for approach and letdown at Fairbanks with the result that the flight became lost."
1951-12-30,1951,December,Sunday,15:40,USA,"Near Phoenix, Arizona",Military - U.S. Air Force,Military,New York - Williams Afb,Douglas C-47D,28,28,1.0,0,Pilot Error,"Crashed into a mountainside at an altitude of 7,000 ft. while en route."
1951-12-31,1951,December,Monday,15:40,India,"Calcutta, India",Kalinga Airlines,Civilian,Unavailable,Douglas C-47A,3,3,1.0,0,Pilot Error,The cargo plane crashed on takeoff.
1952-01-02,1952,January,Wednesday,15:40,Madagascar,"Andapa, Madagascar",Air France,Civilian,Unavailable,Junkers Ju-52/3M,11,6,0.55,0,Unknown,No remark
1952-01-10,1952,January,Thursday,19:15,Comoros,"Com Edno, Wales",Aer Lingus,Civilian,Northolt - Dublin,Douglas Dc-3,23,23,1.0,0,Mechanical Failure,The aircraft lost control in severe turbulence and downdrafts and crashed in a soft peat bog 1 mile east of Llyn Gwynant.  The encountering of strong down-currents of air on the lee side of Snowdon which forced the aircraft down into an area of strong turbulence where control was lost.
1952-01-19,1952,January,Saturday,01:38,Canada,"Off Sandspit, Bc, Canada",Northwest Orient Airlines,Civilian,Tokyo - Elmendorf Afb,Douglas Dc-4,43,36,0.84,0,Pilot Error,"The crew chose to divert to Sandpit after the No. 1 engine was shut down. The aircraft crashed into the PacifiOcean one mile offshore after overshooting the runway during the emergency landing. A nose gear retraction difficulty in connection with an icing condition or a power loss, which made the aircraft incapable of maintaining flight. Most of the fatalities were from exposure to the frigid water."
1952-01-22,1952,January,Tuesday,15:43,USA,"Elizabeth, New Jersey",American Airlines,Civilian,Buffalo - Newark,Convair Cv-240-0,23,23,1.0,7,Pilot Error,"The aircraft crashed into an apartment house during its approach, 3 miles short and right of the runway.  The plane crashed while level laterally but in a steep descending attitude.  Most likely cause was carburetor icing. Official cause unknown."
1952-02-04,1952,February,Monday,15:43,Congo,"Kikwit, Belgian Congo",Sabena,Civilian,Unavailable,Douglas Dc-3,15,15,1.0,0,Mechanical Failure,In-flight failure of a propeller which damaged control cables causing loss of control of the aircraft. The control cables in the fuselage were sheared by the right propeller which broke loose following a shaft failure caused by the sudden stopping of the engine caused by fatigue failure of No. 6 piston lug.
1952-02-07,1952,February,Thursday,15:43,Japan,"Kaneko, Japan",Military - U.S. Air Force,Military,Unavailable,Boeing B-29,17,17,1.0,1,Collision/Impact,Hit power lines and crashed into houses. Seventeen killed including civilians.
1952-02-11,1952,February,Monday,00:20,USA,"Elizabeth, New Jersey",National Airlines,Civilian,Unavailable,Douglas Dc-6,63,29,0.46,4,Pilot Error,The aircraft crashed into an apartment complex shortly after taking off. The last message from the pilot was 'I've lost an engine and am returning to field.'   Reversal in flight of No. 3 propeller and subsequent feathering of No. 4 propeller at too low an altitude to effect a recovery.
1953-01-07,1953,January,Wednesday,20:55,USA,"Issaquah, Washington",Flying Tiger Line,Civilian,San Francisco - Seattle,Douglas C-54B-10-Do,7,7,1.0,0,Pilot Error,The plane trees and high ground while on approach. The flight's deviation from the established approach procedure.
1952-02-16,1952,February,Saturday,17:34,Italy,"Near Burgio, Italy",Hunting Air Travel,Civilian,Nice - Malta,Vickers 614 Viking 1,31,31,1.0,0,Pilot Error,Hit the north slope of La Cinta mountain range while en route.  Pilot did not maintain a safe altitude. The pilots ignorance of wind conditions which allowed the aircraft to drift 3 degrees off course.
1952-02-19,1952,February,Tuesday,17:34,Cameroon,"Near Yaounde, Cameroon",Staap,Civilian,Unavailable,Consolidated  32 Liberator Ii,9,9,1.0,0,Unknown,No remark
1952-02-19,1952,February,Tuesday,02:23,India,"Nagpur, India",Deccan Airways,Civilian,Unavailable,Douglas Dc-3,16,3,0.19,0,Pilot Error,"Banked left and struck trees 2,000 ft. short of the runway. Pilot error. The pilot misjudged the approach, undershot and hit the tops trees. A contributing factor was the setting of the pilot's altimeter to QNH, rather than the customary QFE during the final approach."
1952-02-28,1952,February,Thursday,02:23,Brazil,"Uberlandia,  Brazil",Panair Do Brasil,Civilian,Rio De Janeiro - Guiana,Douglas Dc-3A,8,8,1.0,0,Pilot Error,The right wing struck trees after attempting a go-around. Pilot error.
1952-03-03,1952,March,Monday,08:10,France,"Nice, France",Air France,Civilian,Nice - Paris,Sncase Languedoc,38,38,1.0,0,Pilot Error,"After taking off, the plane was observed turning to the left until it turned on its back and crashed. Malfunction of ailerons. The gear chain of the co-pilot's control column slipped off the sprocket and jammed the aileron controls."
1952-03-10,1952,March,Monday,08:10,Philippines,"Cebu, Philippines",Philippine Air Lines,Civilian,Unavailable,Douglas C-47A-35-Dl,3,3,1.0,0,Pilot Error,The cargo plane lost altitude and crashed into a house.
1952-03-12,1952,March,Wednesday,08:10,USA,"Near Sequin, Texas",Military - U.S. Air Force / U.S. Air Force,Military,Training,Boeing B-29 / Boeing B-29,15,15,1.0,1,Collision/Impact,"While on a training mission and flying blind on instruments the planes collided. One plane struck the ground and disintegrated. The other glided down several miles away, exploded and burned. Both planes crashed on ranches several miles apart about 18 miles from San Antonio . Six killed on one plane and seven on the other."
1952-03-22,1952,March,Saturday,08:10,Canada,"Near Gaspe, Quebec, Canada",Maritime Central Airways,Civilian,St. Johns - Goose Bay,Douglas C-47-Dl,4,4,1.0,0,Unknown,The cargo plane disappeared en route. Found 5 months later.
1952-03-22,1952,March,Saturday,10:45,Germany,"Frankfurt, Germany",Klm Royal Dutch Airlines,Civilian,Rome - Frankfort,Douglas Dc-6,47,44,0.94,0,Pilot Error,Crashed and burst into flames two miles short of the runway in rain and fog during the approach. Cause unknown. The aircraft was named 'Koningin Juliana.'
